county,sex,age,education,marital_status,household_size,roof_type,floor_type,wall_type,cooking_fuel,water_source,toilet_type,owns_computer,owns_motorcycle,owns_car,income_farming,income_employed,income_casual,income_selfemployed,reported_income,expenditure,quintile,livelihood,compliant_premium
36,1,45,3,4,7,5.0,8.0,12.0,5.0,10.0,5.0,0,0,0,0,1,0,0,22000.0,5850.0,4.0,2,160.875
22,1,50,3,4,4,5.0,7.0,16.0,7.0,7.0,5.0,0,0,1,0,0,0,1,8000.0,21350.0,4.0,4,587.125
30,2,29,5,4,3,5.0,8.0,10.0,5.0,7.0,5.0,0,1,0,1,0,0,0,5000.0,9450.0,3.0,1,259.875
19,1,52,3,4,5,5.0,8.0,16.0,5.0,4.0,6.0,0,1,0,1,0,1,0,3800.0,4416.666666666666,2.0,1,121.45833333333331
45,1,51,2,4,4,5.0,1.0,5.0,5.0,4.0,6.0,0,0,0,1,0,0,0,2000.0,200.0,1.0,1,5.5
43,1,31,5,4,7,5.0,2.0,4.0,5.0,9.0,5.0,0,0,0,0,0,0,1,1000.0,2650.0,1.0,4,72.875
17,2,74,2,3,2,5.0,8.0,13.0,5.0,14.0,5.0,0,0,0,1,0,0,0,1800.0,170.0,3.0,5,4.675
9,1,39,1,4,7,5.0,8.0,11.0,5.0,14.0,5.0,0,0,0,0,0,0,0,9000.0,21583.333333333336,3.0,5,593.5416666666667
6,1,30,5,4,4,5.0,8.0,11.0,7.0,9.0,2.0,0,1,0,1,0,0,0,,8200.0,4.0,1,225.5
3,2,22,8,1,2,5.0,8.0,11.0,3.0,10.0,4.0,1,0,0,0,0,1,0,4000.0,19766.666666666668,5.0,3,543.5833333333334
18,2,70,3,1,2,5.0,8.0,9.0,7.0,13.0,5.0,0,0,0,0,0,1,0,6000.0,3450.0,3.0,5,94.875
36,1,75,1,4,3,5.0,1.0,4.0,5.0,5.0,5.0,0,0,0,0,0,0,0,3000.0,2000.0,1.0,5,55.0
47,1,26,3,4,4,5.0,7.0,12.0,3.0,11.0,5.0,0,0,0,0,1,0,0,20000.0,11433.333333333334,5.0,2,314.4166666666667
32,2,28,5,1,1,5.0,8.0,11.0,3.0,11.0,1.0,0,0,0,0,0,1,0,15000.0,19250.0,5.0,3,529.375
46,1,50,3,2,4,5.0,8.0,4.0,5.0,4.0,4.0,0,1,0,1,0,0,1,15000.0,12950.0,3.0,4,356.125
46,1,30,3,4,4,5.0,2.0,4.0,5.0,4.0,6.0,0,0,0,1,0,1,0,4200.0,4050.0,2.0,3,111.375
21,1,60,2,4,2,5.0,1.0,16.0,5.0,10.0,5.0,0,1,0,1,0,0,0,5000.0,6650.0,3.0,1,182.875
40,2,23,3,1,5,5.0,8.0,11.0,7.0,9.0,5.0,0,0,0,0,0,1,0,5000.0,8700.0,3.0,3,239.25
47,1,28,8,1,1,8.0,8.0,11.0,3.0,11.0,2.0,1,0,0,0,1,0,0,15000.0,11750.0,5.0,2,323.125
37,1,52,2,4,8,5.0,2.0,4.0,5.0,7.0,6.0,0,0,0,1,0,1,0,3000.0,3216.6666666666665,1.0,3,88.45833333333333
20,1,59,3,4,4,5.0,1.0,13.0,5.0,11.0,5.0,0,0,0,1,0,0,0,2000.0,850.0,2.0,1,23.375
28,1,52,5,4,6,5.0,8.0,11.0,5.0,11.0,5.0,0,0,0,1,0,0,0,50000.0,8331.666666666668,4.0,1,229.12083333333337
11,2,36,3,1,4,5.0,7.0,12.0,7.0,11.0,1.0,0,1,0,0,0,0,1,6000.0,27216.666666666668,5.0,5,748.4583333333334
22,2,30,7,4,3,5.0,7.0,11.0,3.0,10.0,2.0,0,0,0,0,0,0,0,2000.0,9680.0,5.0,5,266.2
19,1,36,5,2,1,5.0,1.0,10.0,5.0,11.0,6.0,0,0,0,0,0,1,0,1000.0,2550.0,1.0,3,70.125
42,2,22,3,1,5,5.0,2.0,4.0,5.0,7.0,6.0,0,0,0,0,0,1,0,5000.0,7266.666666666667,2.0,3,199.83333333333334
18,2,53,2,2,3,5.0,1.0,4.0,5.0,8.0,5.0,0,0,0,1,0,1,0,1500.0,1220.0,2.0,1,33.55
44,2,57,2,2,3,5.0,1.0,4.0,5.0,4.0,6.0,0,1,0,0,0,1,0,2800.0,4000.0,1.0,3,110.0
29,1,46,3,4,9,5.0,1.0,4.0,5.0,9.0,5.0,0,0,0,1,0,1,0,5000.0,11933.333333333334,1.0,5,328.1666666666667
15,1,40,2,4,4,5.0,1.0,13.0,5.0,14.0,6.0,0,1,0,0,0,0,1,7000.0,6333.333333333333,3.0,4,174.16666666666666
33,1,38,2,4,9,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,1,0,0,0,200.0,26843.333333333332,1.0,5,738.1916666666666
14,2,35,9,1,1,8.0,7.0,12.0,3.0,10.0,2.0,0,0,0,0,0,0,1,15000.0,12320.0,5.0,4,338.8
46,1,34,4,4,5,5.0,8.0,4.0,5.0,4.0,6.0,0,0,0,0,0,1,0,1000.0,8850.0,2.0,3,243.375
6,1,35,3,4,4,5.0,8.0,11.0,3.0,10.0,4.0,0,0,0,1,0,1,0,3000.0,32033.333333333336,5.0,1,880.9166666666667
40,1,48,3,4,3,5.0,2.0,4.0,5.0,7.0,6.0,0,0,0,0,0,1,0,4000.0,5833.333333333334,1.0,3,160.41666666666669
20,1,73,7,4,2,5.0,7.0,12.0,4.0,11.0,2.0,0,0,0,1,0,0,0,70000.0,24133.333333333336,5.0,1,663.6666666666667
3,1,25,4,1,11,5.0,8.0,11.0,5.0,11.0,5.0,0,0,0,0,0,0,0,300.0,4450.0,3.0,5,122.375
8,2,80,1,3,3,5.0,3.0,5.0,7.0,9.0,6.0,0,0,0,0,0,1,0,15000.0,16666.666666666664,2.0,3,458.33333333333326
35,1,36,3,4,6,5.0,1.0,6.0,5.0,4.0,6.0,0,0,0,0,0,0,1,30000.0,10400.0,2.0,4,286.0
41,1,16,4,1,5,5.0,8.0,11.0,5.0,4.0,5.0,0,0,0,0,0,0,0,,4433.333333333334,3.0,5,121.91666666666669
10,1,45,5,1,10,5.0,1.0,11.0,5.0,11.0,5.0,0,0,0,0,0,1,0,10000.0,28200.0,4.0,3,775.5
22,1,23,2,4,2,5.0,8.0,10.0,5.0,11.0,5.0,0,0,0,0,1,0,0,4000.0,13800.0,3.0,2,379.5
13,1,55,5,4,2,5.0,7.0,12.0,5.0,10.0,2.0,0,0,0,1,0,1,0,1500.0,1150.0,4.0,3,31.625
1,1,23,7,4,3,5.0,8.0,11.0,3.0,14.0,2.0,0,1,0,0,0,0,0,500.0,7120.0,4.0,5,195.8
24,2,35,1,4,9,2.0,1.0,4.0,5.0,2.0,8.0,0,0,0,1,0,1,0,4000.0,3686.6666666666665,1.0,1,101.38333333333333
18,2,34,7,4,5,6.0,8.0,10.0,5.0,13.0,4.0,0,0,0,1,0,1,0,17000.0,8766.666666666668,2.0,1,241.08333333333337
42,2,16,4,1,3,5.0,8.0,11.0,7.0,14.0,6.0,0,0,0,0,0,0,0,500.0,11983.333333333334,4.0,5,329.5416666666667
31,1,21,3,1,2,5.0,1.0,16.0,5.0,14.0,5.0,0,0,0,0,0,1,0,7000.0,3650.0,2.0,3,100.375
27,2,50,4,1,10,5.0,8.0,11.0,5.0,9.0,5.0,0,0,0,1,0,0,0,15000.0,12750.0,4.0,1,350.625
43,1,25,4,4,5,5.0,1.0,4.0,5.0,14.0,6.0,0,0,0,1,0,0,0,600.0,4700.0,1.0,1,129.25
16,1,46,5,4,5,5.0,8.0,13.0,5.0,4.0,4.0,0,1,0,0,0,1,0,23000.0,10200.0,4.0,3,280.5
34,1,26,9,1,5,5.0,7.0,11.0,3.0,10.0,4.0,1,0,1,0,0,1,0,18000.0,12216.666666666666,5.0,3,335.9583333333333
14,1,27,5,1,1,5.0,8.0,12.0,3.0,11.0,5.0,0,0,0,1,0,0,1,60000.0,9206.666666666668,4.0,1,253.18333333333337
6,2,37,5,1,3,5.0,8.0,11.0,7.0,11.0,5.0,0,0,0,0,0,0,1,15000.0,26733.333333333336,4.0,4,735.1666666666667
18,2,52,3,1,5,5.0,1.0,10.0,5.0,11.0,6.0,0,0,0,1,0,0,1,10000.0,7700.0,2.0,4,211.75
1,1,28,7,4,3,5.0,8.0,11.0,3.0,14.0,3.0,0,0,0,0,0,1,0,10000.0,9390.0,5.0,3,258.225
14,1,23,9,1,4,5.0,7.0,12.0,3.0,10.0,2.0,0,0,0,0,1,0,0,7000.0,13700.0,5.0,5,376.75
39,1,58,5,4,9,5.0,8.0,11.0,5.0,5.0,4.0,0,0,0,0,0,0,1,,5213.333333333334,3.0,4,143.36666666666667
6,1,66,5,4,4,5.0,7.0,11.0,7.0,11.0,5.0,0,0,0,0,0,0,1,8000.0,7853.333333333334,4.0,4,215.9666666666667
20,2,47,4,2,2,5.0,8.0,12.0,3.0,11.0,5.0,0,0,0,0,1,0,0,21000.0,12606.666666666668,4.0,2,346.6833333333334
27,1,70,2,4,2,5.0,2.0,4.0,5.0,9.0,5.0,0,0,0,0,0,1,0,1000.0,850.0,1.0,3,23.375
31,2,62,4,1,1,5.0,1.0,4.0,5.0,13.0,6.0,0,0,0,1,0,0,0,,570.0,1.0,1,15.675
22,2,43,4,4,4,5.0,7.0,12.0,3.0,10.0,7.0,1,0,0,1,0,0,0,,10000.0,5.0,1,275.0
25,2,20,1,1,6,12.0,1.0,2.0,5.0,14.0,8.0,0,0,0,0,0,0,0,,6200.0,1.0,5,170.5
28,1,32,2,4,6,5.0,2.0,4.0,5.0,5.0,5.0,0,0,0,1,0,1,0,55000.0,9400.0,2.0,1,258.5
36,1,25,7,4,3,5.0,2.0,4.0,5.0,1.0,5.0,0,0,0,0,0,0,0,2000.0,3953.3333333333335,1.0,5,108.71666666666667
28,2,20,5,1,1,5.0,8.0,11.0,3.0,10.0,5.0,0,0,0,0,0,1,0,,7950.0,4.0,5,218.625
29,1,27,4,4,4,5.0,2.0,4.0,5.0,9.0,5.0,0,0,0,0,0,1,0,4000.0,6933.333333333333,2.0,5,190.66666666666666
22,2,59,7,1,3,5.0,7.0,11.0,3.0,9.0,5.0,0,0,0,0,1,0,0,30000.0,2500.0,4.0,2,68.75
43,2,68,1,3,1,5.0,8.0,11.0,7.0,2.0,6.0,0,0,0,1,0,0,0,4000.0,2140.0,3.0,1,58.85
26,1,16,2,1,4,5.0,2.0,4.0,5.0,15.0,5.0,0,0,0,0,0,0,0,,10066.666666666668,2.0,5,276.83333333333337
13,1,58,3,4,5,5.0,8.0,11.0,5.0,11.0,5.0,0,0,0,1,0,0,0,2000.0,10016.666666666666,4.0,1,275.4583333333333
46,2,47,5,4,5,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,1,0,1,0,2000.0,2550.0,2.0,3,70.125
33,1,50,7,4,5,5.0,7.0,11.0,3.0,9.0,1.0,0,0,0,0,0,0,1,2000.0,7733.333333333334,5.0,4,212.66666666666669
8,2,17,3,1,5,5.0,8.0,11.0,5.0,9.0,5.0,0,0,0,0,0,0,0,,17650.0,2.0,5,485.375
27,2,56,3,3,4,5.0,8.0,4.0,7.0,9.0,5.0,0,0,0,1,0,0,0,1200.0,2566.666666666667,3.0,1,70.58333333333334
19,2,74,2,3,1,5.0,7.0,12.0,5.0,11.0,4.0,0,0,1,1,0,0,0,60000.0,3400.0,4.0,5,93.5
1,2,29,5,1,4,5.0,8.0,7.0,3.0,14.0,4.0,0,0,0,0,0,1,0,6000.0,12700.0,3.0,3,349.25
4,1,20,2,1,3,3.0,1.0,3.0,5.0,4.0,8.0,0,0,0,0,0,0,0,200.0,9366.666666666666,1.0,5,257.5833333333333
35,1,56,3,4,2,5.0,2.0,4.0,5.0,15.0,6.0,0,0,0,1,0,0,0,20000.0,3000.0,2.0,1,82.5
44,2,19,3,1,4,5.0,8.0,11.0,3.0,9.0,6.0,1,0,0,0,0,0,0,,31366.666666666664,5.0,6,862.5833333333333
10,2,46,1,4,8,12.0,1.0,2.0,5.0,8.0,8.0,0,0,0,1,0,0,0,12000.0,1963.3333333333335,1.0,1,53.991666666666674
19,2,80,2,3,1,5.0,1.0,16.0,5.0,11.0,5.0,0,0,0,0,0,0,0,3500.0,520.0,2.0,5,14.3
35,1,45,2,4,5,5.0,2.0,4.0,5.0,9.0,1.0,0,0,0,1,0,1,0,5000.0,933.3333333333333,2.0,1,25.666666666666664
29,1,17,4,1,7,5.0,2.0,4.0,4.0,4.0,6.0,0,0,0,0,0,0,0,500.0,12366.666666666668,2.0,5,340.08333333333337
14,2,56,2,1,1,5.0,1.0,5.0,5.0,11.0,5.0,0,0,0,0,0,1,0,3000.0,750.0,2.0,3,20.625
30,2,22,7,1,7,5.0,8.0,16.0,7.0,10.0,5.0,0,0,1,0,0,0,1,4500.0,37000.0,4.0,5,1017.5
38,2,42,4,3,2,5.0,2.0,4.0,5.0,4.0,6.0,0,0,0,1,0,0,0,2000.0,370.0,1.0,1,10.175
41,2,57,4,4,4,5.0,2.0,4.0,5.0,4.0,5.0,0,0,0,1,0,0,1,3000.0,3300.0,2.0,1,90.75
32,2,74,2,3,2,5.0,1.0,5.0,7.0,11.0,5.0,0,0,0,0,0,0,0,,3100.0,2.0,5,85.25
47,2,52,5,4,4,5.0,8.0,12.0,3.0,11.0,2.0,0,0,0,0,0,0,1,8000.0,5720.0,5.0,4,157.3
37,1,51,2,4,8,5.0,2.0,4.0,5.0,4.0,6.0,0,0,0,1,0,0,0,1200.0,4453.333333333334,1.0,1,122.46666666666668
35,1,63,2,4,2,5.0,8.0,12.0,5.0,13.0,5.0,0,0,1,1,0,0,0,3000.0,7800.0,4.0,1,214.5
21,1,78,2,3,1,5.0,7.0,10.0,2.0,13.0,5.0,0,0,0,0,0,0,0,20000.0,1000.0,3.0,5,27.5
21,1,40,3,2,1,5.0,8.0,10.0,3.0,10.0,2.0,0,0,0,0,0,1,0,12000.0,2900.0,4.0,3,79.75
8,1,20,4,1,8,1.0,1.0,11.0,5.0,11.0,5.0,0,0,0,0,0,0,0,100.0,16658.333333333336,1.0,5,458.10416666666674
25,2,46,7,2,3,5.0,8.0,11.0,7.0,10.0,5.0,0,0,0,0,0,0,1,,8183.333333333334,4.0,4,225.04166666666669
13,1,33,6,4,3,5.0,8.0,11.0,7.0,11.0,5.0,0,0,0,0,0,1,0,10000.0,27750.0,4.0,3,763.125
20,2,40,5,2,2,5.0,8.0,12.0,3.0,14.0,5.0,0,0,0,0,1,0,0,10000.0,4866.666666666667,4.0,2,133.83333333333334
21,1,26,7,4,5,5.0,8.0,12.0,3.0,7.0,2.0,0,0,0,0,1,0,0,18000.0,30766.666666666668,5.0,2,846.0833333333334
34,1,50,1,4,4,2.0,2.0,4.0,5.0,4.0,8.0,0,0,0,0,0,0,1,3000.0,5000.0,1.0,4,137.5
34,1,50,4,4,8,8.0,6.0,12.0,9.0,10.0,2.0,0,0,0,0,0,1,0,7000.0,18608.333333333336,5.0,5,511.72916666666674
44,1,37,2,4,6,5.0,1.0,5.0,5.0,4.0,8.0,0,0,0,0,0,0,1,5000.0,200.0,1.0,4,5.5
5,1,55,3,4,3,5.0,1.0,4.0,5.0,6.0,5.0,0,0,0,1,0,0,0,10000.0,12533.333333333334,1.0,1,344.6666666666667
34,1,47,2,4,3,5.0,8.0,11.0,3.0,9.0,5.0,0,0,0,1,0,0,0,15000.0,3633.3333333333335,4.0,1,99.91666666666667
6,1,41,3,4,2,5.0,1.0,4.0,5.0,9.0,6.0,0,0,0,1,0,0,0,,11166.666666666668,2.0,1,307.08333333333337
46,1,28,3,4,5,5.0,2.0,4.0,5.0,4.0,6.0,0,0,0,0,0,1,0,1500.0,2910.0,1.0,3,80.025
44,1,33,9,4,4,5.0,8.0,4.0,5.0,4.0,6.0,0,1,0,1,0,0,0,2000.0,9600.0,2.0,1,264.0
12,1,62,5,4,6,5.0,8.0,16.0,5.0,11.0,5.0,0,0,0,1,0,0,0,3000.0,4416.666666666666,3.0,1,121.45833333333331
26,1,37,3,4,3,5.0,2.0,4.0,5.0,9.0,6.0,0,0,0,0,0,1,0,6000.0,5166.666666666667,1.0,3,142.08333333333334
17,1,45,1,4,4,5.0,1.0,13.0,5.0,9.0,6.0,0,0,0,1,0,1,0,,3903.3333333333335,2.0,1,107.34166666666667
38,1,49,2,2,5,5.0,2.0,4.0,5.0,4.0,5.0,0,0,0,0,0,0,0,100.0,6103.333333333334,2.0,5,167.8416666666667
42,1,21,5,4,2,5.0,8.0,11.0,3.0,15.0,6.0,0,0,0,0,0,0,0,3000.0,5150.0,4.0,5,141.625
9,1,25,9,1,14,2.0,1.0,1.0,5.0,10.0,8.0,0,0,0,0,0,0,0,,20866.666666666668,1.0,6,573.8333333333334
43,1,16,4,1,8,5.0,1.0,5.0,5.0,4.0,5.0,0,0,0,0,0,0,0,500.0,1600.0,1.0,5,44.0
27,1,37,3,4,3,5.0,8.0,13.0,7.0,11.0,5.0,0,0,0,0,0,1,1,8000.0,5900.0,4.0,4,162.25
11,1,32,9,4,4,8.0,7.0,12.0,7.0,14.0,1.0,1,0,1,0,1,0,0,,37650.0,5.0,2,1035.375
4,1,35,1,4,12,2.0,1.0,3.0,5.0,9.0,6.0,0,0,0,0,0,0,0,3500.0,7666.666666666666,1.0,5,210.83333333333331
13,1,51,2,4,8,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,1,0,1,0,3000.0,6466.666666666666,2.0,1,177.83333333333331
20,1,50,3,1,1,5.0,1.0,16.0,5.0,11.0,6.0,0,0,0,1,0,1,0,500.0,1500.0,1.0,1,41.25
39,1,27,2,4,6,5.0,7.0,12.0,7.0,10.0,2.0,0,0,0,0,0,0,1,5000.0,36716.66666666667,5.0,4,1009.7083333333335
32,1,22,5,1,8,5.0,7.0,11.0,5.0,11.0,5.0,1,0,0,0,0,1,0,2000.0,8450.0,4.0,5,232.375
21,1,31,3,4,4,5.0,8.0,4.0,3.0,11.0,6.0,0,0,0,1,1,0,0,12500.0,24066.666666666668,3.0,2,661.8333333333334
37,1,46,2,4,3,5.0,2.0,4.0,5.0,4.0,5.0,0,1,0,1,0,0,0,3000.0,10350.0,2.0,1,284.625
23,2,19,3,1,6,12.0,1.0,2.0,5.0,9.0,8.0,0,0,0,0,0,0,0,200.0,1050.0,1.0,5,28.875
40,1,36,1,4,9,2.0,2.0,4.0,5.0,5.0,6.0,0,0,0,1,0,1,1,2000.0,6050.0,1.0,1,166.375
31,1,45,3,4,9,5.0,8.0,16.0,5.0,11.0,6.0,0,0,0,0,0,1,0,,6200.0,3.0,3,170.5
37,1,31,2,4,6,5.0,2.0,4.0,5.0,4.0,5.0,0,0,0,1,0,0,0,2000.0,6300.0,2.0,1,173.25
10,1,16,2,1,8,5.0,8.0,11.0,5.0,2.0,5.0,0,0,0,0,0,0,0,4000.0,10500.0,4.0,5,288.75
16,2,38,4,4,4,5.0,8.0,13.0,5.0,5.0,6.0,0,0,0,0,0,1,0,5000.0,2216.6666666666665,3.0,3,60.95833333333333
46,1,38,5,4,5,5.0,8.0,16.0,5.0,4.0,5.0,0,0,0,1,0,1,1,8000.0,24800.0,2.0,4,682.0
8,1,18,3,1,2,5.0,3.0,5.0,7.0,7.0,4.0,0,0,0,0,0,1,0,15000.0,15000.0,2.0,3,412.5
19,2,42,5,1,1,5.0,8.0,12.0,3.0,11.0,5.0,0,0,0,0,0,0,1,5000.0,29906.666666666668,5.0,4,822.4333333333334
20,1,45,4,4,5,5.0,9.0,6.0,5.0,9.0,5.0,0,0,0,0,0,1,0,3500.0,5040.0,3.0,3,138.6
35,1,32,3,4,4,5.0,1.0,12.0,5.0,4.0,5.0,0,0,0,1,0,0,0,5000.0,23683.333333333332,2.0,1,651.2916666666666
36,2,30,4,1,1,5.0,7.0,12.0,7.0,4.0,4.0,0,0,0,0,0,1,0,3000.0,5033.333333333334,4.0,3,138.41666666666669
44,1,30,5,4,6,5.0,8.0,12.0,5.0,4.0,6.0,0,1,0,0,0,0,0,10000.0,19700.0,3.0,6,541.75
2,1,48,3,4,4,5.0,1.0,4.0,5.0,2.0,6.0,0,0,0,0,0,1,0,,10383.333333333334,1.0,3,285.5416666666667
28,1,33,3,1,4,5.0,8.0,13.0,5.0,9.0,5.0,0,0,0,1,0,1,0,10000.0,18433.333333333332,3.0,1,506.91666666666663
8,1,20,5,1,7,5.0,8.0,11.0,5.0,9.0,5.0,0,0,0,0,0,0,0,10000.0,16520.0,2.0,5,454.3
43,2,40,7,3,3,5.0,8.0,13.0,3.0,3.0,5.0,0,0,0,0,1,0,0,9000.0,12533.333333333334,3.0,2,344.6666666666667
34,1,52,2,4,4,5.0,8.0,16.0,5.0,14.0,5.0,0,0,0,1,0,1,0,15000.0,21516.666666666664,3.0,3,591.7083333333333
44,2,29,4,4,4,5.0,1.0,4.0,5.0,9.0,6.0,0,0,0,0,0,1,0,1500.0,2016.6666666666665,1.0,3,55.45833333333333
36,2,18,4,1,4,5.0,8.0,12.0,5.0,11.0,4.0,0,0,0,0,0,0,0,200.0,12183.333333333334,3.0,5,335.0416666666667
40,2,23,8,1,4,5.0,8.0,11.0,5.0,7.0,5.0,1,1,0,0,0,0,0,3000.0,13816.666666666666,4.0,4,379.9583333333333
29,1,30,3,4,4,5.0,1.0,4.0,5.0,4.0,5.0,0,0,0,0,0,1,0,1600.0,7316.666666666666,1.0,3,201.20833333333331
3,1,70,1,4,4,5.0,8.0,11.0,5.0,10.0,2.0,0,0,0,0,0,0,0,3000.0,10150.0,5.0,5,279.125
42,1,43,3,1,3,5.0,8.0,13.0,3.0,11.0,4.0,0,0,0,0,0,1,0,10000.0,45833.333333333336,3.0,3,1260.4166666666667
32,1,29,5,4,3,5.0,9.0,12.0,3.0,14.0,1.0,0,0,0,0,0,1,0,15000.0,11833.333333333332,5.0,3,325.41666666666663
41,1,41,3,4,2,5.0,8.0,11.0,5.0,2.0,6.0,0,1,0,1,0,0,0,4000.0,13533.333333333332,3.0,1,372.16666666666663
37,1,39,2,4,6,5.0,1.0,4.0,5.0,4.0,6.0,0,0,0,1,1,1,0,6000.0,4353.333333333334,1.0,3,119.71666666666668
14,1,46,7,4,5,5.0,8.0,6.0,5.0,11.0,4.0,0,0,0,1,1,0,0,20000.0,22166.666666666668,4.0,1,609.5833333333334
7,1,66,1,4,8,5.0,8.0,11.0,5.0,3.0,5.0,0,0,0,0,0,0,0,15000.0,12416.666666666668,3.0,6,341.45833333333337
33,1,35,1,4,5,5.0,1.0,16.0,5.0,4.0,6.0,0,0,0,1,0,0,1,,4600.0,1.0,1,126.5
13,2,51,3,4,3,5.0,8.0,16.0,5.0,11.0,6.0,0,0,0,1,0,0,0,6000.0,13866.666666666666,3.0,1,381.3333333333333
6,2,36,9,1,2,5.0,8.0,11.0,7.0,10.0,5.0,0,0,0,1,1,0,0,30000.0,10033.333333333332,4.0,1,275.91666666666663
11,1,38,4,4,4,5.0,8.0,16.0,7.0,11.0,5.0,0,1,1,0,0,0,1,15000.0,28950.0,4.0,4,796.125
36,2,29,7,4,1,5.0,8.0,11.0,7.0,10.0,5.0,0,0,0,0,1,0,0,10000.0,11100.0,4.0,2,305.25
32,1,37,2,4,6,5.0,1.0,9.0,5.0,4.0,5.0,0,0,0,1,0,0,0,30000.0,17050.0,2.0,1,468.875
20,1,33,5,2,4,5.0,8.0,12.0,7.0,11.0,5.0,0,0,0,0,0,1,0,1600.0,13083.333333333334,4.0,3,359.7916666666667
45,1,46,5,4,6,5.0,8.0,12.0,5.0,4.0,5.0,0,0,0,1,0,0,0,,23383.333333333332,3.0,1,643.0416666666666
12,2,35,9,2,1,5.0,7.0,12.0,3.0,10.0,2.0,1,0,0,0,1,0,0,25000.0,14016.666666666668,5.0,2,385.45833333333337
12,1,46,3,4,10,5.0,8.0,12.0,5.0,14.0,5.0,0,0,0,0,0,1,0,10000.0,17066.666666666668,3.0,3,469.33333333333337
44,1,24,2,4,4,5.0,1.0,5.0,5.0,4.0,6.0,0,0,0,0,0,1,0,10000.0,11050.0,1.0,3,303.875
23,1,19,2,1,7,12.0,1.0,15.0,5.0,4.0,8.0,0,0,0,0,0,1,0,1000.0,850.0,1.0,3,23.375
45,2,31,7,4,7,5.0,8.0,4.0,5.0,4.0,6.0,0,0,0,0,0,1,0,2500.0,13833.333333333334,1.0,3,380.4166666666667
14,2,31,7,1,1,5.0,8.0,12.0,3.0,10.0,2.0,0,0,0,0,1,0,0,30000.0,18166.666666666664,5.0,2,499.58333333333326
8,2,28,1,1,10,5.0,8.0,1.0,5.0,7.0,7.0,0,0,0,0,0,1,0,25000.0,34833.333333333336,3.0,3,957.9166666666667
46,1,49,3,4,5,5.0,8.0,12.0,5.0,4.0,5.0,0,0,0,1,0,0,0,6000.0,2676.666666666667,3.0,1,73.60833333333335
37,1,23,5,4,4,5.0,8.0,12.0,7.0,11.0,2.0,0,0,0,0,0,0,1,5000.0,10900.0,4.0,4,299.75
19,2,37,3,1,4,5.0,8.0,16.0,3.0,15.0,5.0,0,0,0,0,0,1,0,2000.0,8433.333333333334,3.0,3,231.91666666666669
39,2,70,2,3,3,5.0,8.0,13.0,5.0,6.0,5.0,0,0,0,0,0,1,0,,9000.0,2.0,3,247.5
31,1,18,4,1,5,5.0,1.0,10.0,5.0,13.0,5.0,0,0,0,0,0,0,0,500.0,7900.0,2.0,5,217.25
31,1,38,5,4,1,8.0,7.0,12.0,3.0,10.0,2.0,0,0,0,0,1,0,0,15000.0,21150.0,5.0,2,581.625
32,1,18,3,1,5,5.0,8.0,11.0,3.0,11.0,5.0,0,0,0,0,0,0,0,1000.0,18300.0,5.0,5,503.25
14,1,39,3,4,4,5.0,8.0,12.0,5.0,4.0,4.0,0,0,0,1,0,1,0,12000.0,12133.333333333334,3.0,1,333.6666666666667
27,2,45,5,2,3,5.0,8.0,9.0,5.0,9.0,5.0,0,0,0,0,0,0,1,8000.0,10980.0,2.0,5,301.95
15,1,61,5,4,2,5.0,8.0,11.0,5.0,4.0,4.0,1,1,1,1,1,0,0,20000.0,10450.0,4.0,2,287.375
20,2,79,1,3,2,5.0,1.0,7.0,5.0,11.0,6.0,0,0,0,0,0,0,0,2000.0,800.0,1.0,5,22.0
24,1,30,4,4,8,5.0,8.0,11.0,5.0,4.0,5.0,0,1,1,0,0,0,0,8000.0,6916.666666666667,3.0,5,190.20833333333334
7,2,50,1,2,18,5.0,7.0,11.0,7.0,10.0,1.0,0,0,0,1,0,0,0,13000.0,29100.0,5.0,1,800.25
3,1,39,9,4,3,5.0,8.0,11.0,7.0,11.0,5.0,1,1,0,0,0,0,1,30000.0,17200.0,4.0,4,473.0
18,2,30,4,1,5,5.0,8.0,16.0,5.0,8.0,4.0,0,0,0,1,0,1,0,500.0,1583.3333333333335,2.0,3,43.54166666666667
34,2,46,4,1,3,5.0,8.0,12.0,3.0,14.0,5.0,0,0,0,0,0,0,0,,2550.0,4.0,5,70.125
31,1,60,3,4,3,5.0,8.0,11.0,5.0,13.0,5.0,0,0,0,1,0,0,0,30000.0,10166.666666666666,3.0,1,279.5833333333333
45,2,38,2,4,6,5.0,8.0,5.0,5.0,4.0,5.0,0,0,0,0,0,1,0,2000.0,5883.333333333334,2.0,3,161.79166666666669
13,1,30,9,4,5,5.0,8.0,11.0,5.0,11.0,5.0,1,1,0,0,1,0,0,70000.0,34666.66666666667,4.0,2,953.3333333333335
35,1,30,7,4,4,5.0,1.0,16.0,5.0,4.0,5.0,0,0,0,0,0,0,1,4000.0,7966.666666666667,2.0,4,219.08333333333334
47,2,19,5,1,5,8.0,7.0,12.0,3.0,10.0,2.0,0,0,0,0,0,1,1,25000.0,36233.33333333333,5.0,4,996.4166666666665
28,1,34,7,4,3,5.0,8.0,4.0,5.0,11.0,5.0,0,0,0,1,0,1,0,20000.0,7800.0,3.0,1,214.5
